   -4.000000,   -4.000000,   -1.328915
   -4.000000,   -3.733333,   -1.330338
   -4.000000,   -3.466667,   -1.331461
   -4.000000,   -3.200000,   -1.332342
   -4.000000,   -2.933333,   -1.333019
   -4.000000,   -2.666667,   -1.333521
   -4.000000,   -2.400000,   -1.333864
   -4.000000,   -2.133333,   -1.334056
   -4.000000,   -1.866667,   -1.334097
   -4.000000,   -1.600000,   -1.333981
   -4.000000,   -1.333333,   -1.333687
   -4.000000,   -1.066667,   -1.333181
   -4.000000,   -0.800000,   -1.332410
   -4.000000,   -0.533333,   -1.331280
   -4.000000,   -0.266667,   -1.329638
   -4.000000,    0.000000,   -1.327208
   -4.000000,    0.266667,   -1.323460
   -4.000000,    0.533333,   -1.317274
   -4.000000,    0.800000,   -1.306003
   -4.000000,    1.066667,   -1.283112
   -4.000000,    1.333333,   -1.238293
   -4.000000,    1.600000,   -1.180356
   -4.000000,    1.866667,   -1.134233
   -4.000000,    2.133333,   -1.103612
   -4.000000,    2.400000,   -1.083283
   -4.000000,    2.666667,   -1.069213
   -4.000000,    2.933333,   -1.059046
   -4.000000,    3.200000,   -1.051426
   -4.000000,    3.466667,   -1.045538
   -4.000000,    3.733333,   -1.040873
   -4.000000,    4.000000,   -1.037099
   -3.733333,   -4.000000,   -1.324543
   -3.733333,   -3.733333,   -1.326624
   -3.733333,   -3.466667,   -1.328246
   -3.733333,   -3.200000,   -1.329508
   -3.733333,   -2.933333,   -1.330478
   -3.733333,   -2.666667,   -1.331206
   -3.733333,   -2.400000,   -1.331722
   -3.733333,   -2.133333,   -1.332043
   -3.733333,   -1.866667,   -1.332177
   -3.733333,   -1.600000,   -1.332117
   -3.733333,   -1.333333,   -1.331844
   -3.733333,   -1.066667,   -1.331321
   -3.733333,   -0.800000,   -1.330479
   -3.733333,   -0.533333,   -1.329207
   -3.733333,   -0.266667,   -1.327307
   -3.733333,    0.000000,   -1.324415
   -3.733333,    0.266667,   -1.319800
   -3.733333,    0.533333,   -1.311838
   -3.733333,    0.800000,   -1.296539
   -3.733333,    1.066667,   -1.264793
   -3.733333,    1.333333,   -1.210439
   -3.733333,    1.600000,   -1.154977
   -3.733333,    1.866667,   -1.115624
   -3.733333,    2.133333,   -1.089792
   -3.733333,    2.400000,   -1.072366
   -3.733333,    2.666667,   -1.060083
   -3.733333,    2.933333,   -1.051065
   -3.733333,    3.200000,   -1.044218
   -3.733333,    3.466667,   -1.038871
   -3.733333,    3.733333,   -1.034595
   -3.733333,    4.000000,   -1.031109
   -3.466667,   -4.000000,   -1.318353
   -3.466667,   -3.733333,   -1.321510
   -3.466667,   -3.466667,   -1.323932
   -3.466667,   -3.200000,   -1.325793
   -3.466667,   -2.933333,   -1.327217
   -3.466667,   -2.666667,   -1.328288
   -3.466667,   -2.400000,   -1.329063
   -3.466667,   -2.133333,   -1.329578
   -3.466667,   -1.866667,   -1.329851
   -3.466667,   -1.600000,   -1.329881
   -3.466667,   -1.333333,   -1.329651
   -3.466667,   -1.066667,   -1.329117
   -3.466667,   -0.800000,   -1.328200
   -3.466667,   -0.533333,   -1.326757
   -3.466667,   -0.266667,   -1.324535
   -3.466667,    0.000000,   -1.321041
   -3.466667,    0.266667,   -1.315245
   -3.466667,    0.533333,   -1.304737
   -3.466667,    0.800000,   -1.283521
   -3.466667,    1.066667,   -1.240815
   -3.466667,    1.333333,   -1.181411
   -3.466667,    1.600000,   -1.131750
   -3.466667,    1.866667,   -1.098494
   -3.466667,    2.133333,   -1.076532
   -3.466667,    2.400000,   -1.061449
   -3.466667,    2.666667,   -1.050631
   -3.466667,    2.933333,   -1.042573
   -3.466667,    3.200000,   -1.036381
   -3.466667,    3.466667,   -1.031494
   -3.466667,    3.733333,   -1.027553
   -3.466667,    4.000000,   -1.024312
   -3.200000,   -4.000000,   -1.309213
   -3.200000,   -3.733333,   -1.314146
   -3.200000,   -3.466667,   -1.317891
   -3.200000,   -3.200000,   -1.320730
   -3.200000,   -2.933333,   -1.322879
   -3.200000,   -2.666667,   -1.324491
   -3.200000,   -2.400000,   -1.325670
   -3.200000,   -2.133333,   -1.326484
   -3.200000,   -1.866667,   -1.326971
   -3.200000,   -1.600000,   -1.327145
   -3.200000,   -1.333333,   -1.326992
   -3.200000,   -1.066667,   -1.326463
   -3.200000,   -0.800000,   -1.325465
   -3.200000,   -0.533333,   -1.323818
   -3.200000,   -0.266667,   -1.321185
   -3.200000,    0.000000,   -1.316890
   -3.200000,    0.266667,   -1.309442
   -3.200000,    0.533333,   -1.295201
   -3.200000,    0.800000,   -1.265523
   -3.200000,    1.066667,   -1.211928
   -3.200000,    1.333333,   -1.153183
   -3.200000,    1.600000,   -1.110291
   -3.200000,    1.866667,   -1.082134
   -3.200000,    2.133333,   -1.063277
   -3.200000,    2.400000,   -1.050090
   -3.200000,    2.666667,   -1.040478
   -3.200000,    2.933333,   -1.033220
   -3.200000,    3.200000,   -1.027577
   -3.200000,    3.466667,   -1.023078
   -3.200000,    3.733333,   -1.019414
   -3.200000,    4.000000,   -1.016373
   -2.933333,   -4.000000,   -1.295506
   -2.933333,   -3.733333,   -1.303144
   -2.933333,   -3.466667,   -1.309044
   -2.933333,   -3.200000,   -1.313511
   -2.933333,   -2.933333,   -1.316863
   -2.933333,   -2.666667,   -1.319360
   -2.933333,   -2.400000,   -1.321189
   -2.933333,   -2.133333,   -1.322479
   -2.933333,   -1.866667,   -1.323308
   -2.933333,   -1.600000,   -1.323714
   -2.933333,   -1.333333,   -1.323695
   -2.933333,   -1.066667,   -1.323203
   -2.933333,   -0.800000,   -1.322122
   -2.933333,   -0.533333,   -1.320225
