90203.1,261822,133808,166653,264197,305592,248299,360236,465657,117292,247891,320909,224420,193298,343389,
90962.7,312868,305223,173789,88037.1,344821,278353,157975,365034,146820,234941,298223,190285,186758,81578.3,
109092,294502,136323,315927,116005,140134,399321,129178,117791,108120,341400,90696.1,179598,122324,137033,
259193,344948,149665,263504,195619,176902,215536,281954,156155,116149,254111,97320.2,102186,298891,85817.2,
331299,114526,147256,119978,300339,99717.9,83440.4,244192,215729,259421,380667,351819,106302,295883,452507,
213825,103731,171910,96955.6,97497.7,365732,98370.4,325887,129136,376061,238879,185316,120609,65777.3,55986.9,
313351,340576,116236,383795,368362,89786.3,240323,25289.3,189341,225835,307407,19836,142984,133401,121360,
130049,89238.1,190239,125152,108680,100073,317655,99411.8,166345,89190.5,291348,87395.1,206728,159245,104250,
262573,199871,214854,331699,120946,259269,269518,123731,148848,342117,154992,163972,170137,108897,96003.2,
111280,119119,123654,101636,120028,141168,103664,95858.8,109105,64575.5,155478,101236,114329,352336,128710,
136250,130585,25688.3,223497,147057,102275,293351,42730.6,150770,348001,319712,111505,142038,117154,127139,
97066.1,269114,159211,159581,145622,19017.5,96544.6,106083,116250,88564.4,117061,176856,185590,125435,100909,
152012,81839.5,96619.8,103437,227848,85673.4,30583.7,148979,76843.8,137391,171476,326579,190520,79026.7,251273,
347686,95260.5,126242,110340,113209,115820,65172.8,93323.1,208298,97258.4,101483,128357,268354,148037,80098.7,
48163.3,121521,437449,129152,149961,108182,273187,97806.3,272947,111868,131045,140936,102703,239870,120650,
277103,76896.9,266404,114442,164618,78549.3,370380,276724,204801,306422,151155,143407,180821,102635,93508,
174493,224058,88617.1,129067,138831,115979,109677,205568,50269.1,70958.6,129799,129584,97552.9,129410,138342,
340361,134938,34127.7,105627,93124,409700,162888,124422,115503,79675.4,139556,160096,196566,63193.4,218824,
224633,357858,78088.3,205904,73734.9,99037,155323,68156.2,281842,86574.2,106833,71393.9,89814.9,158384,145602,
241127,91647.7,392021,129369,149990,273538,178987,243662,109636,132772,208318,129408,110864,430978,108556,
145493,102314,121399,381335,185443,113362,220269,195579,133795,342954,217321,41361.4,176434,166574,148015,
100463,285732,164863,206937,154282,134674,120904,167223,321155,115437,72674.8,186609,110265,84298.5,73155.3,
144554,99531.6,114665,326381,101936,151566,160889,133388,168901,155535,175894,143172,347943,149086,179417,
131211,148883,124024,84573.6,251776,107056,95103,138622,114868,164991,312011,130949,55087.9,212924,64567.8,
53614,102560,104658,233369,137899,204864,288070,88144.1,108085,216808,112520,125403,395511,204263,197209,
260094,295395,294261,162872,80500.3,130970,295835,249099,142936,170857,62696.7,122450,116356,130405,81232.9,
236315,110831,273361,76284.7,109665,180407,123288,169277,314469,163487,169777,105882,92446.4,82647.4,84156.6,
195453,122642,94694.7,103134,133582,94079.6,130526,112969,106116,76928.6,47836.9,92708.6,107819,140548,188931,
180647,185500,284726,215611,190531,107880,162947,185262,396707,260355,172187,142859,119826,131854,230559,
78021.5,135690,76031.9,104916,114865,76629.6,119335,132069,46403.2,119253,477344,104145,185277,27833.8,124695,
145690,197691,83975.4,138792,89223.4,114234,348151,120446,99990.8,111579,102397,121942,212796,18753.7,88982.5,
136828,309275,216395,171311,97365.8,245923,114964,120534,155592,103290,161305,279667,132049,121340,162170,
55949.9,25765.8,331143,431888,173172,224708,144605,30292.3,131345,229755,117432,216880,254450,104839,150164,
152177,193970,111696,61503.7,151989,236908,153256,116848,94558.1,352727,182997,156734,165227,111498,169019,
150875,119698,159909,154042,105921,166924,87439.9,90376.2,291109,115115,118664,164298,133722,151101,136853,
85279.6,6837.36,121994,133398,160921,171498,5585.93,119531,133575,261664,160261,94523.8,82068.1,168082,329124,
160033,82867.4,71498.4,53713.8,345416,158011,135230,110105,245100,146929,135116,221291,70141.9,179027,144206,
190170,212987,152285,197549,107552,225950,252809,300541,149849,100771,71070.8,213385,183541,111427,74921.3,
128691,86952.8,31406.5,131515,185703,135502,151129,51382.2,152028,89679.9,205629,162142,105133,111166,281555,
143476,39380.5,147097,88713.5,90253.5,95493.6,226963,69898.2,123752,269403,214307,96745.8,311009,191814,120452,
338010,103192,78273,129912,285239,226861,106129,196662,87179.3,177212,95308.7,306822,163399,119179,35307.6,
76565.6,223953,109172,145744,132802,148502,184947,121738,104189,126763,292074,162826,205235,143422,116432,
142465,150877,375888,328708,150545,255399,90097.8,111557,216343,170706,159865,187964,51311.1,159468,59932.3,
177501,153606,424694,109416,96776.1,101458,254527,231692,264102,126940,116373,160603,171788,127765,101425,
424508,81864.8,127960,75318.5,171842,199195,213212,120513,216538,127852,93659.1,147131,138548,130383,125907,
